field_component,derivative_x,region_name,s_start,s_end,idx_start,idx_end,param_index,param_name,param_symbol,param_value,to_fit
Bs,0,Poly_022,0.00066,0.0006900000000000001,220,230,4,bs_4,bs_4,35201471.63515218,True
Bs,0,Poly_023,0.0006900000000000001,0.0007199999999999999,230,240,0,bs_0,bs_0,4.318173493113324e-05,True
Bs,0,Poly_023,0.0006900000000000001,0.0007199999999999999,230,240,1,bs_1,bs_1,-0.04448288692335824,True
Bs,0,Poly_023,0.0006900000000000001,0.0007199999999999999,230,240,2,bs_2,bs_2,106.33739043268194,True
Bs,0,Poly_023,0.0006900000000000001,0.0007199999999999999,230,240,3,bs_3,bs_3,-100020.51525942347,True
Bs,0,Poly_023,0.0006900000000000001,0.0007199999999999999,230,240,4,bs_4,bs_4,35487388.33013691,True
Bs,0,Poly_024,0.0007199999999999999,0.00075,240,250,0,bs_0,bs_0,4.485434056700199e-05,True
Bs,0,Poly_024,0.0007199999999999999,0.00075,240,250,1,bs_1,bs_1,-0.0515582745571243,True
Bs,0,Poly_024,0.0007199999999999999,0.00075,240,250,2,bs_2,bs_2,116.45978459373531,True
Bs,0,Poly_024,0.0007199999999999999,0.00075,240,250,3,bs_3,bs_3,-105117.61831347983,True
Bs,0,Poly_024,0.0007199999999999999,0.00075,240,250,4,bs_4,bs_4,35772825.031417064,True
Bs,0,Poly_025,0.00075,0.0007800000000000001,250,260,0,bs_0,bs_0,4.67670415437443e-05,True
Bs,0,Poly_025,0.00075,0.0007800000000000001,250,260,1,bs_1,bs_1,-0.05933431384153663,True
Bs,0,Poly_025,0.00075,0.0007800000000000001,250,260,2,bs_2,bs_2,127.16227611575678,True
Bs,0,Poly_025,0.00075,0.0007800000000000001,250,260,3,bs_3,bs_3,-110320.62507926516,True
Bs,0,Poly_025,0.00075,0.0007800000000000001,250,260,4,bs_4,bs_4,36070529.27950173,True
Bs,0,Poly_026,0.0007800000000000001,0.0008100000000000001,260,270,0,bs_0,bs_0,4.8926816262604565e-05,True
Bs,0,Poly_026,0.0007800000000000001,0.0008100000000000001,260,270,1,bs_1,bs_1,-0.06776663220940007,True
Bs,0,Poly_026,0.0007800000000000001,0.0008100000000000001,260,270,2,bs_2,bs_2,138.2951510607872,True
Bs,0,Poly_026,0.0007800000000000001,0.0008100000000000001,260,270,3,bs_3,bs_3,-115491.72567046189,True
Bs,0,Poly_026,0.0007800000000000001,0.0008100000000000001,260,270,4,bs_4,bs_4,36335687.92000282,True
Bs,0,Poly_027,0.0008100000000000001,0.00084,270,280,0,bs_0,bs_0,5.138935483607615e-05,True
Bs,0,Poly_027,0.0008100000000000001,0.00084,270,280,1,bs_1,bs_1,-0.07705374047775637,True
Bs,0,Poly_027,0.0008100000000000001,0.00084,270,280,2,bs_2,bs_2,150.17254979377833,True
Bs,0,Poly_027,0.0008100000000000001,0.00084,270,280,3,bs_3,bs_3,-120888.38083860191,True
Bs,0,Poly_027,0.0008100000000000001,0.00084,270,280,4,bs_4,bs_4,36649908.44888592,True
Bs,0,Poly_028,0.00084,0.00087,280,290,0,bs_0,bs_0,5.414708253706843e-05,True
Bs,0,Poly_028,0.00084,0.00087,280,290,1,bs_1,bs_1,-0.08707035063059132,True
Bs,0,Poly_028,0.00084,0.00087,280,290,2,bs_2,bs_2,162.49653737773863,True
Bs,0,Poly_028,0.00084,0.00087,280,290,3,bs_3,bs_3,-126254.7433016692,True
Bs,0,Poly_028,0.00084,0.00087,280,290,4,bs_4,bs_4,36933282.22129275,True
Bs,0,Poly_029,0.00087,0.0009000000000000001,290,300,0,bs_0,bs_0,5.723499835012407e-05,True
Bs,0,Poly_029,0.00087,0.0009000000000000001,290,300,1,bs_1,bs_1,-0.09790015046415079,True
Bs,0,Poly_029,0.00087,0.0009000000000000001,290,300,2,bs_2,bs_2,175.36297796743585,True
Bs,0,Poly_029,0.00087,0.0009000000000000001,290,300,3,bs_3,bs_3,-131665.65783253088,True
Bs,0,Poly_029,0.00087,0.0009000000000000001,290,300,4,bs_4,bs_4,37209954.01804764,True
Bs,0,Poly_030,0.0009000000000000001,0.00093,300,310,0,bs_0,bs_0,6.0718133881883265e-05,True
Bs,0,Poly_030,0.0009000000000000001,0.00093,300,310,1,bs_1,bs_1,-0.10974762066478654,True
Bs,0,Poly_030,0.0009000000000000001,0.00093,300,310,2,bs_2,bs_2,189.05403227356868,True
Bs,0,Poly_030,0.0009000000000000001,0.00093,300,310,3,bs_3,bs_3,-137322.55846525443,True
Bs,0,Poly_030,0.0009000000000000001,0.00093,300,310,4,bs_4,bs_4,37535688.238594584,True
Bs,0,Poly_031,0.00093,0.00096,310,320,0,bs_0,bs_0,6.456258951906258e-05,True
Bs,0,Poly_031,0.00093,0.00096,310,320,1,bs_1,bs_1,-0.12237225570554197,True
Bs,0,Poly_031,0.00093,0.00096,310,320,2,bs_2,bs_2,203.10928467219705,True
Bs,0,Poly_031,0.00093,0.00096,310,320,3,bs_3,bs_3,-142877.13980681906,True
Bs,0,Poly_031,0.00093,0.00096,310,320,4,bs_4,bs_4,37813654.920759454,True
